0	1.015957757601975819e+00
0.02	9.556842135191384591e-01
0.04	1.041420198011287601e+00
0.06	9.553640289671286867e-01
0.08	1.000667355005092851e+00
0.1	9.665653908801353777e-01
0.12	1.117351940231007479e+00
0.14	8.991760475553191023e-01
0.16	8.041130275922944159e-01
0.18	1.006116589001088135e+00
0.2	8.340773678464360463e-01
0.22	9.365562169242891422e-01
0.24	9.723867081618242647e-01
0.26	8.449207643575304960e-01
0.28	6.149969596678975803e-01
0.3	7.735748957447442509e-01
0.32	8.595147834462721903e-01
0.34	6.717684228518854272e-01
0.36	8.490197896711030312e-01
0.38	7.136060513042966624e-01
0.4	7.522957087219153127e-01
0.42	9.786641081719480439e-01
0.44	6.433755505225273730e-01
0.46	7.237387477828105542e-01
0.48	7.816090636073423914e-01
0.5	7.745244222509163334e-01
0.52	7.230581162688841657e-01
0.54	8.232556275030243897e-01
0.56	6.104870688269261603e-01
0.58	6.355365367038552371e-01
0.6	6.468179205816616539e-01
0.62	7.026509443151468526e-01
0.64	6.273696528994512356e-01
0.66	6.472824784049341362e-01
0.68	6.254596415936610754e-01
0.7	5.655758562660555544e-01
0.72	5.452890972602766340e-01
0.74	5.772960105086941685e-01
0.76	5.691136954309772289e-01
0.78	6.128340616388445738e-01
0.8	6.114345676024686149e-01
0.82	6.584948304646854877e-01
0.84	5.744629386884224642e-01
0.86	5.929311379048263220e-01
0.88	6.746897929136331795e-01
0.9	5.291738876139844283e-01
0.92	4.858494697237117910e-01
0.94	8.957789059303347123e-01
0.96	3.950782964355340487e-01
0.98	5.207649038126175300e-01
1	6.244762324014871968e-01
1.02	5.254786251613522419e-01
1.04	5.104583268148812358e-01
1.06	3.738869129702940830e-01
1.08	5.015632659170836671e-01
1.1	4.898198543510874359e-01
1.12	4.659506850393226318e-01
1.14	5.065006573660584266e-01
1.16	3.846400815508468352e-01
1.18	3.686896940519204802e-01
1.2	3.959010196110466229e-01
1.22	4.181087633780011248e-01
1.24	3.057609699589818320e-01
1.26	4.919577027977606321e-01
1.28	3.284083501748957246e-01
1.3	4.156507617470321381e-01
1.32	1.913781368110829550e-01
1.34	4.174026356641047375e-01
1.36	3.881512180611453311e-01
1.38	3.894441667830288445e-01
1.4	1.676844237580977781e-01
1.42	2.715048021137457246e-01
1.44	3.267178388415643564e-01
1.46	1.934704279607201705e-01
1.48	3.147793694374431683e-01
1.5	1.914058311382813016e-01
1.52	1.397704457331402916e-01
1.54	2.946557975631461934e-01
1.56	2.258915305394728068e-01
1.58	3.777856358109157320e-01
1.6	2.461870145142234789e-01
1.62	1.906535701296940277e-01
1.64	7.350831518109815499e-02
1.66	3.344102648221283225e-01
1.68	-2.547055078913831871e-02
1.7	5.943848925709994957e-02
1.72	3.930015079275545054e-02
1.74	1.239522211862912060e-01
1.76	2.213948086308753505e-02
1.78	5.569117834405969136e-02
1.8	1.389731482804840157e-01
1.82	7.375960655139918165e-02
1.84	2.106857547498670047e-01
1.86	6.780161178348505235e-02
1.88	3.141085696492354473e-02
1.9	1.767097755849017515e-01
1.92	1.415355274368637270e-02
1.94	4.769545987467115056e-03
1.96	3.294044461769104482e-01
1.98	-6.590987927572682092e-02
