1.03666175	4.83117059038426
1.45718925	4.82851768586528
1.96389	4.8066428746028
2.531535	4.78439209738544
3.16621	4.76584222506382
3.873595	4.7138906350987
4.6373475	4.68675057856557
5.4392075	4.64549723548027
6.29487	4.60415250252804
7.163815	4.57535530056515
8.110155	4.54031415880802
9.112125	4.50236584224174
10.156845	4.45701267886967
11.2213725	4.42825563494587
12.3212175	4.38236271605336
13.433235	4.35312812733215
14.648375	4.31996333390875
15.86595	4.29428546827317
17.11181	4.2528147280436
18.3746225	4.24756083537853
19.7954075	4.18935497463252
19.99973	4.17848159489113
