0	1.101558314789372384e+00
0.02	1.081100514743311480e+00
0.04	1.107050271946002695e+00
0.06	7.955040386622291848e-01
0.08	1.020581036266652530e+00
0.1	1.092324004062729781e+00
0.12	8.192920381602155633e-01
0.14	9.648736521944620836e-01
0.16	7.170223017629515638e-01
0.18	9.657551184209726136e-01
0.2	9.608771304757738330e-01
0.22	8.173280170041490322e-01
0.24	8.881879875716637285e-01
0.26	7.874740217616033044e-01
0.28	1.029500758099372693e+00
0.3	9.644848875800793309e-01
0.32	6.991282960034521654e-01
0.34	8.299178181095867579e-01
0.36	8.113977805905743246e-01
0.38	9.285012260339037260e-01
0.4	7.534693235258417277e-01
0.42	7.922911347372308954e-01
0.44	7.416136879286943095e-01
0.46	6.759546062191904570e-01
0.48	7.812487036266189122e-01
0.5	7.577289506780164885e-01
0.52	9.170312765767076879e-01
0.54	8.334622112115621650e-01
0.56	8.469885169146497139e-01
0.58	8.801238740477874689e-01
0.6	7.197715606944172784e-01
0.62	6.544514939092669348e-01
0.64	8.006874524063649634e-01
0.66	7.090164196464991964e-01
0.68	7.388399179892058966e-01
0.7	6.757059929979583046e-01
0.72	6.854610046642890531e-01
0.74	7.139724754440321952e-01
0.76	5.463546097632439036e-01
0.78	7.902150044626665704e-01
0.8	7.140076449941722414e-01
0.82	5.997712307487269578e-01
0.84	4.422782867767511839e-01
0.86	5.818162420145462921e-01
0.88	5.708876755852685392e-01
0.9	5.891309978164336325e-01
0.92	5.633386689192733110e-01
0.94	7.779492993516451405e-01
0.96	5.150486544673302802e-01
0.98	5.023670373324511385e-01
1	4.528419879247507218e-01
1.02	6.003193378924017720e-01
1.04	6.822286208579066979e-01
1.06	4.662004824566156058e-01
1.08	5.113352110214793855e-01
1.1	3.283724164944325508e-01
1.12	6.157991361749030057e-01
1.14	5.594351259675917065e-01
1.16	5.995166993040133008e-01
1.18	5.399957090791612790e-01
1.2	6.248103045766097985e-01
1.22	5.921571912857717113e-01
1.24	4.463998875219803431e-01
1.26	3.697466570509699846e-01
1.28	3.750736231465963133e-01
1.3	4.131342262066701188e-01
1.32	4.510507043284825435e-01
1.34	3.080874099475923167e-01
1.36	4.838570472767901309e-01
1.38	3.666858667609263489e-01
1.4	3.578217194031093618e-01
1.42	3.211561862809210188e-01
1.44	4.431411461131977703e-01
1.46	4.620797297084034971e-01
1.48	5.369925490489076969e-01
1.5	4.938965997272531383e-01
1.52	3.417695509503931306e-01
1.54	4.127382537802697371e-01
1.56	3.753644609094871631e-01
1.58	3.968997000116480933e-01
1.6	3.972502656084215267e-01
1.62	2.241728067360526933e-01
1.64	4.450726840918914906e-01
1.66	4.142489695838563191e-01
1.68	3.612357142612767635e-01
1.7	3.706582929486072486e-01
1.72	1.181494151318187580e-01
1.74	1.630551095901428549e-01
1.76	3.006119553878712769e-01
1.78	2.366961088136365632e-01
1.8	3.380078663118952775e-01
1.82	1.677540982723537688e-01
1.84	3.481938685987169269e-01
1.86	2.106286243378980572e-01
1.88	2.794497000245591556e-01
1.9	2.841186786359242156e-01
1.92	3.325219312275889960e-01
1.94	1.628783574994761285e-01
1.96	1.561503461753305233e-01
1.98	2.883328514677096499e-01
