0	1.096685186333018924e+00
0.02	1.098920918939200186e+00
0.04	1.061066721868884954e+00
0.06	1.272719102781509903e+00
0.08	9.969499042440981285e-01
0.1	9.301183955504342959e-01
0.12	8.889123242222699561e-01
0.14	8.651596376896593110e-01
0.16	7.536743634042575302e-01
0.18	9.578909813916283156e-01
0.2	8.127870314231324667e-01
0.22	9.664785094640966356e-01
0.24	7.629507921711441432e-01
0.26	1.009911482685280415e+00
0.28	9.418409265555665044e-01
0.3	8.768935884565588479e-01
0.32	9.816516571406560532e-01
0.34	9.008061988748820026e-01
0.36	8.661740381836862124e-01
0.38	7.250708787823436641e-01
0.4	9.232422253043147675e-01
0.42	7.362411378206065171e-01
0.44	8.244003291220709517e-01
0.46	9.071835572748672138e-01
0.48	9.320794341642638647e-01
0.5	9.891671635803342966e-01
0.52	1.140682015695916318e+00
0.54	8.740103032080259737e-01
0.56	9.283544204464092564e-01
0.58	7.714017516399446217e-01
0.6	7.382079802915859634e-01
0.62	8.456101166132250491e-01
0.64	7.988363454011736531e-01
0.66	6.815854411579442829e-01
0.68	6.813591573658855927e-01
0.7	8.476360527436064274e-01
0.72	9.618460756872651007e-01
0.74	9.466951004253763013e-01
0.76	6.794017989540203084e-01
0.78	7.763893294212331764e-01
0.8	7.891214829546939757e-01
0.82	7.072065507061239265e-01
0.84	8.312171071734786310e-01
0.86	6.599173597487510978e-01
0.88	8.383714300894999916e-01
0.9	8.126558539964133798e-01
0.92	7.325417209214121206e-01
0.94	8.173889249429419079e-01
0.96	7.701957440799812593e-01
0.98	7.348007706306924902e-01
1	8.564873791477620735e-01
1.02	7.242312050419114078e-01
1.04	7.697095660459696287e-01
1.06	6.219667211450355948e-01
1.08	7.009241879960877997e-01
1.1	7.266427855563512006e-01
1.12	5.765115349635354658e-01
1.14	5.026678143664631282e-01
1.16	6.554377508693104426e-01
1.18	6.146400586879073868e-01
1.2	6.733312618778088954e-01
1.22	6.713886321179037830e-01
1.24	7.145562620030563306e-01
1.26	6.468374583451327320e-01
1.28	5.096399786135595855e-01
1.3	5.934581767043238809e-01
1.32	7.547172126727845765e-01
1.34	6.136061757338004963e-01
1.36	4.884626091009521276e-01
1.38	4.950448772235382378e-01
1.4	5.010438728913610973e-01
1.42	5.141267567237666203e-01
1.44	5.065525405842131734e-01
1.46	4.925772111132485920e-01
1.48	7.026301343334807603e-01
1.5	6.364669388436685615e-01
1.52	3.650359199918362663e-01
1.54	4.043058053007139718e-01
1.56	6.862319170458959228e-01
1.58	2.916384485628178425e-01
1.6	5.858726703304371064e-01
1.62	5.687161249154855103e-01
1.64	6.635758139017625679e-01
1.66	4.105892016668055700e-01
1.68	6.263792764253327539e-01
1.7	3.320392617347710518e-01
1.72	4.478706509860921336e-01
1.74	3.178140826762818616e-01
1.76	5.604585408547033687e-01
1.78	2.670404424781974151e-01
1.8	4.027928520755615915e-01
1.82	5.496228791006938508e-01
1.84	6.085364441464674590e-01
1.86	4.199106364984817596e-01
1.88	3.946890428045621291e-01
1.9	5.754062234892904915e-01
1.92	4.794526313927118810e-01
1.94	4.530433431908581499e-01
1.96	4.877679790276350791e-01
1.98	3.022360981072680364e-01
